user_id,item_list
225,"[13683, 37310, 3481, 10954, 10188, 28719, 5359, 4017, 34627, 10917]"
226,"[33250, 9452, 1413, 8029, 29165, 14789, 24888, 8736, 23256, 28110]"
227,"[15199, 34863, 29164, 24758, 31924, 18521, 35674, 31804, 9688, 556]"
228,"[25023, 10917, 22597, 37310, 14005, 37378, 20014, 10658, 12300, 31000]"
229,"[3228, 4087, 13661, 29768, 33609, 20944, 13363, 33031, 25940, 35548]"
230,"[36634, 29573, 17621, 4265, 24522, 19398, 26688, 11356, 6131, 27798]"
231,"[29165, 10421, 3612, 34692, 29298, 5073, 31117, 26368, 9805, 27943]"
232,"[33326, 33511, 8450, 31140, 33862, 18521, 35190, 1249, 25555, 25174]"
233,"[29998, 10501, 20931, 33093, 32756, 32355, 25688, 37789, 4369, 32669]"
234,"[27656, 33674, 23387, 27788, 26765, 185, 6272, 11937, 28816, 21755]"
235,"[20325, 32767, 21224, 4112, 17097, 29326, 11863, 891, 20916, 9788]"
236,"[24024, 4382, 22285, 24321, 37131, 14257, 25301, 33031, 19658, 23357]"
237,"[15199, 27506, 29006, 34863, 1014, 30511, 15312, 32950, 4265, 28663]"
238,"[27798, 8749, 25876, 7405, 35069, 15124, 19343, 36873, 2899, 34114]"
239,"[26688, 1014, 35355, 17621, 4265, 29054, 15143, 30080, 6712, 17819]"
240,"[26499, 27126, 32979, 16100, 1201, 21505, 17545, 3259, 21100, 17768]"
241,"[27126, 23444, 29998, 7764, 37789, 11861, 32756, 9783, 11387, 10648]"
242,"[24024, 37944, 7025, 26595, 19658, 12300, 21617, 32628, 14756, 34599]"
243,"[10557, 10273, 9688, 10501, 14152, 21280, 18624, 16868, 33980, 33624]"
244,"[16331, 36369, 24700, 27788, 33318, 2213, 31569, 18220, 31508, 3544]"
245,"[24700, 37789, 31569, 9776, 32088, 2213, 9477, 36369, 23357, 33397]"
246,"[36576, 24587, 37169, 29332, 17321, 31813, 36149, 15980, 18842, 5924]"
247,"[17659, 28891, 9992, 31272, 8985, 20440, 21704, 25555, 20354, 17784]"
248,"[24150, 25352, 73, 9379, 17665, 15038, 21584, 35472, 28068, 11563]"
249,"[10999, 27887, 12478, 990, 25261, 32233, 6347, 22481, 31236, 3388]"
250,"[26087, 7227, 22481, 10999, 1345, 12358, 13717, 29313, 9162, 23686]"
251,"[33843, 24604, 14211, 23905, 29385, 2951, 32719, 18734, 8514, 18151]"
252,"[22249, 16283, 34599, 36003, 34277, 22149, 27977, 32580, 34033, 8187]"
253,"[19418, 15490, 32767, 25270, 15980, 18424, 4454, 19658, 8450, 15999]"
254,"[24238, 29006, 29232, 19446, 12014, 2761, 25137, 27803, 17010, 34225]"
255,"[15590, 32029, 35815, 21252, 34159, 6969, 5658, 7025, 34643, 27567]"
256,"[13717, 17912, 1345, 17806, 1391, 30170, 35144, 26087, 7227, 32624]"
257,"[7826, 12211, 23791, 23256, 20092, 27912, 14520, 20534, 8514, 10932]"
258,"[35422, 33031, 35803, 34871, 36536, 73, 2223, 25313, 28719, 9379]"
259,"[31000, 26480, 18489, 21617, 34627, 6143, 35857, 2348, 29408, 25555]"
260,"[32088, 20895, 29006, 22088, 11501, 3843, 18841, 9510, 24933, 33478]"
261,"[25624, 21617, 33813, 24024, 30096, 4478, 32730, 16073, 18648, 16302]"
262,"[9395, 37378, 37310, 13971, 31000, 1705, 21617, 28839, 4021, 25023]"
263,"[29998, 7481, 9688, 17545, 7381, 6896, 5608, 11387, 26872, 25413]"
264,"[6814, 37424, 9714, 32902, 34406, 24245, 25041, 31536, 29006, 9885]"
265,"[27213, 945, 10999, 1692, 34033, 21058, 7397, 11217, 15613, 12358]"
266,"[20596, 33078, 17046, 17657, 5359, 19182, 30241, 14789, 12181, 23834]"
267,"[7344, 32787, 29701, 34879, 26212, 27779, 5726, 28125, 20325, 26137]"
268,"[9334, 29298, 24755, 1562, 13367, 27310, 14714, 33862, 11769, 19395]"
269,"[18081, 30132, 16702, 997, 36777, 34096, 13709, 35532, 29510, 22597]"
270,"[37301, 4954, 9327, 32392, 27723, 27126, 33655, 37860, 5581, 4858]"
271,"[24024, 13717, 29510, 28908, 1085, 8656, 16675, 28959, 2623, 21512]"
272,"[13028, 1391, 19288, 29776, 91, 26958, 16851, 22726, 29390, 3015]"
273,"[18456, 3917, 1098, 24902, 5853, 27036, 28136, 24587, 17321, 34374]"
274,"[34866, 31858, 12317, 14134, 18073, 9171, 6230, 14211, 10954, 30926]"
275,"[21509, 30798, 21774, 20596, 20184, 32523, 33078, 9899, 5627, 9176]"
276,"[24238, 9327, 13363, 36282, 20903, 11448, 13661, 36791, 9992, 12688]"
277,"[30080, 28237, 35355, 26116, 14772, 32094, 32580, 8073, 13914, 11184]"
278,"[26143, 33346, 27798, 36105, 15679, 21392, 30080, 11522, 28776, 27893]"
279,"[28110, 19849, 21764, 12014, 20606, 26656, 2213, 956, 13240, 5922]"
280,"[14152, 11501, 9030, 9590, 29033, 10557, 16868, 11416, 37096, 37711]"
281,"[37919, 22360, 11508, 11563, 20093, 14861, 24890, 24024, 9379, 9472]"
282,"[24150, 31813, 31098, 20955, 35472, 28915, 10496, 8008, 28788, 14154]"
283,"[22149, 1800, 35800, 36105, 11516, 26143, 34656, 1413, 15340, 12884]"
284,"[28720, 22529, 13405, 27395, 11040, 20339, 29237, 21943, 5327, 12938]"
285,"[25134, 17994, 14520, 10347, 29319, 24700, 19477, 32091, 34941, 24401]"
286,"[34096, 18474, 36627, 15875, 4925, 12533, 284, 34227, 35980, 16558]"
287,"[16283, 30999, 35201, 19283, 17659, 22978, 31298, 14019, 10272, 32580]"
288,"[18220, 23444, 23914, 27504, 20968, 17056, 20852, 1085, 3642, 19550]"
289,"[21509, 17994, 37719, 5693, 35488, 4638, 30622, 22816, 11023, 19152]"
290,"[28536, 240, 4382, 28959, 25270, 1795, 4954, 13934, 10883, 29106]"
291,"[17989, 10272, 17912, 33346, 35069, 28237, 22566, 13717, 1307, 34477]"
293,"[22360, 28719, 5617, 34726, 23004, 38001, 29960, 5091, 29313, 21428]"
294,"[6305, 27977, 7062, 28719, 1951, 572, 24578, 16597, 4662, 6023]"
295,"[28685, 4544, 25200, 12464, 4017, 22713, 12857, 574, 13181, 14347]"
296,"[31785, 17941, 36582, 31367, 16310, 18167, 22529, 26933, 26509, 28543]"
297,"[5693, 12381, 2375, 35488, 17994, 6027, 21925, 29165, 37719, 28776]"
298,"[15355, 37405, 20067, 32339, 10018, 23834, 10193, 17893, 20024, 19259]"
299,"[12606, 27788, 11535, 30633, 21737, 31240, 5753, 6100, 19137, 14520]"
300,"[37310, 25137, 35274, 34617, 14767, 33843, 10954, 5359, 31786, 7618]"
301,"[35815, 2420, 7782, 24181, 7760, 26595, 18683, 15590, 30974, 7025]"
302,"[20325, 29573, 31236, 35967, 37626, 4265, 20236, 7617, 36757, 15124]"
303,"[22279, 6561, 36369, 19259, 2164, 24297, 28110, 35769, 7213, 23819]"
304,"[33152, 26286, 1403, 28914, 1573, 20893, 16243, 7152, 29011, 15134]"
305,"[17659, 19283, 22285, 23254, 37088, 14139, 30999, 36568, 1307, 27596]"
306,"[20534, 37378, 21617, 28665, 4021, 24604, 1908, 36948, 32451, 18132]"
307,"[6543, 30766, 12202, 21492, 28587, 13283, 14200, 27798, 7928, 30080]"
308,"[2121, 21949, 21224, 2153, 22133, 16324, 748, 22994, 31519, 29492]"
309,"[15199, 13028, 11112, 12360, 32673, 29776, 27972, 16034, 21421, 15346]"
310,"[11416, 35617, 7595, 12606, 31536, 20272, 16799, 31098, 29998, 745]"
311,"[29006, 36737, 32902, 25137, 2761, 29842, 31240, 28676, 17713, 19137]"
312,"[29332, 19343, 26099, 16883, 24587, 1647, 28776, 8502, 6278, 29899]"
313,"[21492, 19343, 28776, 32009, 14264, 8749, 27798, 13283, 36634, 26045]"
314,"[10337, 21280, 2153, 31720, 10883, 8844, 7630, 17286, 32281, 14433]"
315,"[20272, 33273, 27733, 8000, 12738, 15326, 36973, 3560, 11502, 5936]"
316,"[30798, 37405, 3941, 11000, 5693, 5126, 29503, 17791, 21334, 6014]"
317,"[25134, 17657, 30716, 10347, 29098, 4638, 15173, 19446, 30885, 3876]"
318,"[19283, 27106, 20955, 30999, 37694, 35800, 10143, 6780, 30770, 13864]"
319,"[8135, 13775, 24013, 22338, 3204, 27779, 3647, 4616, 8916, 37626]"
320,"[4954, 28788, 26675, 35674, 21953, 16156, 14918, 10883, 9655, 8523]"
321,"[26595, 30921, 8749, 23804, 28335, 35519, 10193, 12553, 25954, 17407]"
