user_id,item_list
131,3547  21192  4316  4390  4330  13180  9788  9297  19110  5016
132,12495  12507  17  11367  1227  10620  1446  11855  3668  7661
133,24705  24894  20356  5054  27392  99  29237  25392  21919  24404
134,24388  23844  25343  23845  24412  35836  25640  2461  20945  25436
135,21650  21638  21223  28631  29392  9566  6792  6321  21622  18417
136,12489  12481  12507  12477  3663  13221  6618  12474  7928  910
137,3155  5741  3412  15702  6321  4137  18342  8760  8505  3365
139,24633  18009  25449  30316  12060  25566  26440  10501  16590  14190
140,2222  17014  1917  6686  23740  30742  18263  4831  23715  9877
141,3412  15887  15457  2591  9622  3155  15821  3697  5354  1174
142,11470  15775  6396  15764  13973  6057  12157  12134  15870  6404
143,8777  14737  471  6358  4316  2652  8699  4117  8776  3697
144,5373  11401  5460  24993  20723  5532  24415  25413  25402  19967
145,6474  9622  6446  6321  2609  3697  1  3393  15496  5431
147,27340  17391  27893  31583  3102  21924  19965  25570  31930  3104
148,10872  10903  11078  23420  18413  25369  12246  11045  10375  3605
149,11383  11359  10654  10620  10771  12176  12288  11858  11407  11847
150,95  11146  22608  3257  11147  23744  6851  6855  22675  7213
151,11147  31990  11149  31764  8806  5642  6248  3062  8558  3670
152,25563  11146  6531  6529  6754  6755  6680  10365  6584  6753
153,6274  371  370  369  24936  24997  26436  1167  25249  8958
154,3488  4852  1311  1889  8513  5597  4853  9268  64  9295
155,3104  34696  34694  34695  3105  22736  29235  11150  11151  11152
156,12215  12142  12148  12217  10602  7928  12288  11359  11343  7222
158,16305  16309  16399  8862  16395  16397  16413  3062  16448  15887
159,8400  25280  26423  34822  31935  5666  33247  26038  5667  9676
160,20277  32108  20278  27381  30091  20279  25201  9248  19634  3670
161,27110  27939  27531  26709  27208  14593  14590  14591  37624  24690
162,20376  20377  20511  14140  20378  25563  25701  24283  24993  24279
163,12086  12113  9168  5405  9140  5448  6611  5404  6277  6653
164,25979  25471  25286  33823  26682  30755  25465  33235  26206  32621
165,25563  99  23722  10365  25701  4914  3317  20969  19092  8806
166,9675  13221  17194  7799  17481  17457  6547  15907  3285  9248
168,7127  10372  9622  10415  10371  3350  11150  4137  15909  11154
170,14582  14613  20469  26263  14661  11574  36049  36336  28226  11611
171,9622  3155  6408  13949  14064  15887  6414  6321  4232  6474
172,9622  7078  3412  11379  11356  13698  15457  15496  3155  634
173,4185  11148  1127  9248  21646  6933  7815  19034  6989  30142
174,6934  12673  9248  23861  4779  6989  23170  12679  3365  19902
175,19630  19397  19401  7730  30263  24412  25435  25656  20479  8806
176,8011  390  2641  30408  1816  35931  7549  7865  1596  25741
177,11148  23420  7780  11147  6166  3062  3670  6656  6658  9248
178,11148  24932  11147  30595  3062  3670  8806  3671  11666  30316
179,9622  4249  15887  8631  3045  4489  8626  9168  8625  4251
180,13604  13602  13358  31252  4238  3639  3574  29626  34111  633
181,16298  16299  18520  29964  29419  22339  29970  18534  16335  15309
182,1976  14  10477  9264  17363  1978  12618  15796  1979  143
183,11084  15473  9188  11062  9935  7857  5406  12915  8662  4694
184,11150  6414  11151  6474  9677  4280  11161  11148  15906  6446
185,15887  15496  3412  110  3062  4944  9622  3393  3670  9248
186,7792  15756  7799  7049  28146  4062  25079  25254  15501  13971
187,42  26  18582  2545  6934  5533  7679  21463  5531  5444
188,11859  11847  6955  8626  11468  11626  11839  8625  5524  11466
189,3671  11148  11101  8806  4185  15510  24416  24388  25343  11147
190,211  9399  6321  2  3155  5735  627  620  15887  8692
191,23449  24077  25328  6529  6532  4659  4968  4313  2638  11716
192,3671  4185  15887  11149  15821  4137  15868  6408  2591  3412
193,489  387  3412  15887  3057  486  1117  425  15457  1174
194,4185  11148  17457  15868  9248  1174  9191  17217  15798  5600
195,8317  8335  8337  34361  8338  17273  8428  17338  26479  1964
196,11152  4280  23420  5486  5636  4130  9124  99  2591  1
197,12474  12495  12502  7948  12507  3663  99  95  2920  9167
198,15887  3697  3671  3062  15957  2609  4826  5486  2577  5386
199,15757  15617  6678  6385  6676  6261  16932  2268  15457  7880
200,6681  6392  11840  6531  6528  15887  6389  11669  5552  6479
201,15887  3412  3057  4137  3670  5439  15457  1174  5474  585
202,9123  9114  61  9248  6593  5422  42  23420  9622  9271
203,9622  9331  30815  4960  24121  18673  3697  3393  9320  2268
204,17319  17320  17321  17322  6240  6278  17335  6277  6275  6655
205,6453  6576  6721  6388  19034  6440  18964  3670  22339  17552
206,3671  3547  1090  1718  3820  1719  3062  17625  2658  6593
207,9352  2179  13993  11649  12129  23686  9264  13994  10310  15763
208,15044  15868  5531  5532  5533  15821  654  15496  5448  6528
209,3357  489  22951  427  15470  488  4110  15473  486  17647
210,7895  7739  2187  1038  7743  7742  1778  296  629  3062
211,24388  11575  28808  24405  11510  25640  20305  28809  11611  11609
212,9188  9985  9242  11084  9944  10178  9935  4843  10185  10135
213,9123  6845  61  3348  6865  6864  12113  318  8558  9222
214,6374  9124  9123  9944  10004  9985  11084  6387  6528  2668
215,11146  11147  8806  9641  9248  3670  9622  15887  6593  11149
216,3057  4137  2591  585  675  1970  9167  24813  3670  2796
217,9622  10654  12505  10692  7438  11856  8356  11347  11370  3412
218,19074  15819  15818  13040  15461  3671  14924  14872  6933  11594
219,9622  9248  15496  3412  3062  6934  15457  21172  5472  8876
220,26945  33492  33669  33015  27330  25920  26947  25140  2294  3062
221,4844  12401  13936  5975  18413  13909  1330  4297  8806  12554
222,9985  10004  9187  6741  4930  9188  9305  19074  2648  23712
223,4137  15496  2591  9299  15794  3057  3393  2592  8915  3697
224,14140  13905  1829  25844  16774  25735  31516  20115  37357  33461
225,5361  5370  13727  6977  9622  387  5373  6976  16946  486
226,7310  7311  7090  7063  3640  7071  7018  5474  3853  10531
227,9622  15887  698  6405  13845  6875  9425  4397  6927  2564
228,780  7827  9228  13790  9229  10263  2570  10333  15728  13775
229,6531  6865  4659  6528  6680  4298  19074  9622  9297  4844
230,13129  18275  23407  4185  21070  4968  7656  18068  5016  13175
231,9248  3670  3671  15457  1174  4185  4695  663  11966  2782
232,21192  9622  4665  4316  6686  1917  6790  6375  4117  9399
233,15891  21920  15870  13287  13261  3295  15822  3333  9635  21924
234,2591  4224  3057  5436  2609  6321  620  5749  8610  15112
235,6392  3670  6531  4843  15898  10159  6664  15900  6528  11146
236,6865  6531  6680  6667  6864  6658  4480  6278  6656  6226
237,6392  10112  6865  11737  3061  5523  10225  7801  10135  3598
238,20280  32982  33123  25124  33258  27518  31686  14351  12163  15912
239,7607  7928  30828  24993  26501  7720  25076  30827  12176  35
240,14414  20344  27709  27040  25362  14581  25426  25363  31020  20125
241,6619  13817  2782  9622  3064  15887  186  6413  3335  3119
242,1  6934  1174  2591  3671  1091  4695  8806  3393  3618
243,6662  6656  6664  6681  3670  3362  6655  7292  14891  15728
244,9191  9173  15887  9213  9622  15821  9190  15496  9212  6356
245,2522  23213  535  2523  23184  23195  23224  23206  23225  23216
246,25189  19983  25512  30169  31971  31972  31973  19984  31975  24416
247,8781  8699  8687  18623  4082  11740  9248  6935  15446  6931
248,11347  6169  2518  2517  18828  17728  18830  18832  15470  3349
249,22816  6083  22814  22818  33371  22812  22806  99  911  4914
250,3062  6414  1889  11717  11715  6822  11148  9297  10325  6408
251,11151  11147  11154  11161  11152  14140  3062  11149  3110  3670
252,8492  18609  29139  6546  2637  2250  22945  14768  13385  9494
253,12472  12481  7949  7948  11541  9187  5404  9985  9188  11455
254,7231  5431  12058  11939  764  3697  53  15957  14162  15797
255,412  17360  9191  6414  6408  4276  17406  11150  9178  9181
256,9622  15496  3393  15457  8657  3412  23183  15059  3057  3130
257,9622  3329  3479  15887  13037  13052  6017  23184  5559  29626
258,33941  25844  95  27555  27546  15742  35814  14144  14922  15565
259,12116  11347  11359  12288  1226  11370  29987  29706  30171  10710
260,3671  3670  9248  8806  1174  1718  1720  4695  1090  15887
261,9181  176  249  488  15836  15496  15796  9190  26  9213
262,4298  8806  9248  3670  18342  2583  3671  4962  19092  1174
263,3594  10388  10197  3568  6531  18623  15833  6865  2878  6528
264,426  2837  675  912  2496  627  488  11815  9622  1117
265,26395  11147  11007  26400  34740  35490  8806  3062  3670  33317
266,11401  5373  11415  6474  11148  4276  5404  21477  17700  3671
267,10218  3327  10184  11665  10167  10237  10376  10338  11667  10407
268,11326  11383  11401  11396  5361  5373  11430  5545  13790  3295
269,9865  11966  11540  11541  11875  6380  9623  471  11919  11478
270,5699  4926  9248  3670  6593  10248  8806  2583  3671  5701
271,31371  31373  35453  19091  24655  11146  24930  11147  24668  25824
272,11152  5460  8631  6151  5532  5370  8661  5373  16036  16035
273,19640  99  32707  19987  32804  5054  17354  15469  30979  4914
274,5361  788  6414  15766  5531  9622  5532  6474  15767  17387
275,6414  9248  6446  6374  6373  1174  6453  6534  3670  15887
276,13845  21270  8637  4336  8639  6380  21268  9622  2541  4373
277,6414  6474  8768  11575  11557  3697  11609  2782  15957  11574
278,6348  9622  15496  411  28830  6380  12639  18312  17191  9742
279,7048  3062  9622  4185  3670  15496  15457  243  2625  9904
280,14943  13581  15012  15010  13170  7926  15011  22386  4364  22387
281,3671  4185  3062  4137  22339  8806  18853  23420  23421  3119
282,15887  31137  10444  15457  3412  1174  24727  16339  14106  3057
283,20684  20682  36988  20469  20680  17334  17285  17430  33916  10525
284,17219  17342  24280  11147  11667  32578  17258  10326  3671  8806
285,3670  4276  15457  15887  1174  9446  4696  6446  9622  6989
286,3671  4185  7018  3062  7090  7045  4137  3006  8806  2988
287,15345  16064  3597  3062  7821  13816  11014  10267  4601  19092
288,18833  17638  9123  11154  11152  4280  9114  9181  18839  15703
289,1174  3062  15887  13606  3670  5636  15833  15457  3412  21482
290,11146  30285  25779  11147  96  370  476  371  34560  178
291,7432  7310  11170  7433  15458  17648  4693  9622  4110  15887
293,11147  11148  18224  6618  3335  24473  8849  18741  22617  6619
294,4185  6593  3062  15923  1  7542  22339  11146  6356  1091
295,17648  360  4110  1307  280  15458  3095  14965  4693  9622
296,6408  11148  9248  4276  3670  1174  11147  8806  3671  5486
297,3062  3600  3638  6356  1091  8806  4818  3618  10981  9622
298,6321  3671  2782  2591  884  3062  2496  627  4185  2609
299,23426  30669  3062  3628  15887  1581  9622  6321  2153  6341
300,4185  11148  7127  9352  11335  8806  5882  11326  11343  15451
301,11347  9178  2668  12489  957  7947  12495  7223  7458  11407
302,9213  5482  5527  9191  9181  9178  9264  5486  15688  3605
303,9188  9935  4078  10116  6170  11556  5411  11762  10169  10126
304,15591  2594  15670  3365  11601  11738  15671  11600  798  15593
305,6150  5373  7006  5404  788  11761  11601  5524  11600  18858
306,15887  4137  11089  7128  7129  15906  3074  15947  15912  3697
307,13857  7165  7171  7363  7173  25218  13789  33492  11329  4931
308,10080  3436  869  6857  10105  11595  10016  3976  3427  6499
309,9257  11399  10593  9221  11082  7151  9256  6408  11414  7481
310,24746  24910  24648  11148  11147  33492  11601  26945  12130  33669
311,11611  11560  11557  11510  11609  2836  2496  11756  2  14847
312,6083  3302  1704  13817  5871  3333  2020  1955  1775  1895
313,11706  13998  16728  21266  9622  1745  29745  1683  13977  2039
314,6374  6366  4844  15690  17398  11740  6037  13787  4005  13909
315,6662  9243  10053  6667  4838  10248  6680  15900  6865  15489
316,12474  6274  9038  652  8806  11149  9003  6273  1741  1029
317,11329  12215  11415  4276  12142  12148  21920  11407  10620  1274
318,2668  9114  9271  9273  21462  3605  13718  5690  15491  9199
319,11146  11147  12636  7662  7409  7661  11149  9742  3794  13386
320,5422  3697  6353  426  15887  15496  9622  15182  487  5439
321,11063  10001  11062  11148  11124  11127  3670  14867  10127  14941
322,11715  11714  24356  23862  5545  4936  7782  9471  11740  15887
323,11161  4280  7888  3074  7  6348  627  7128  211  7129
324,15887  6408  15457  6474  4276  9124  10004  9123  11161  9188
325,3671  3062  9622  15457  4137  3412  3639  1174  3057  3393
326,10300  9622  10257  1718  10182  10144  15671  10362  2591  10299
327,99  7888  3671  2591  15887  7  4185  4137  14976  3062
328,9622  7999  6540  1955  1186  21431  15887  14168  536  11148
329,8661  6861  6166  117  6503  6366  2782  6676  6678  3062
330,15797  15496  15821  8614  21172  9248  1054  15869  3670  654
331,11146  9622  2609  3062  2591  6321  3393  15496  3670  15457
332,9622  17360  9248  6581  3670  15887  6584  10214  17377  10255
333,11161  11150  15887  11154  11152  4137  5054  15457  10004  9187
334,23840  9677  9641  4588  18390  23778  22666  11401  6099  25392
335,11148  15451  5460  5531  4251  8631  15473  3284  8626  4111
336,3671  9622  4185  14737  9446  3062  5735  15887  21286  9399
337,26824  32018  13811  13816  27325  17266  17324  17264  2240  19468
338,3062  22339  14847  4417  6396  8806  4917  6512  4261  9821
339,1  3671  2591  4185  5636  4137  6356  3365  8806  18653
340,4005  1188  6038  17389  3671  18111  7730  3670  5648  18262
341,15887  9622  2609  15496  3393  15510  9123  9248  12958  3480
342,15670  15669  22333  5359  23440  17101  11996  14877  11986  7238
343,7769  7770  7771  24554  25127  32665  24218  20946  3062  15887
344,15887  3062  3057  7542  9248  22339  15457  4937  15469  23420
345,13671  23715  4298  15517  21941  15754  23852  933  934  6348
346,12495  7949  12530  11379  4914  12544  12481  11396  7888  4826
347,3671  2836  4185  3825  1  82  2835  11146  6686  7925
348,5671  5577  5578  5725  24705  35148  34849  11128  25803  24556
349,32400  24977  24232  26531  24978  32187  25254  20103  24558  24938
350,3057  9622  6593  2583  471  11149  15457  3638  5436  7542
351,5938  94  3062  9248  9297  5675  3393  6628  15767  8490
352,15893  23379  23700  15714  15457  11740  23689  3412  9622  6931
353,3670  6478  11148  13707  7529  3566  13948  4312  13863  13949
354,4249  2583  11150  7472  8806  8625  11154  4280  1174  4250
355,3155  9124  15887  9128  15796  2668  15957  8760  9114  13005
356,3671  4185  3062  29266  29245  29684  4137  23760  8806  19711
357,8662  9944  7857  11084  9243  4843  11595  11717  6935  11714
358,11147  3062  11466  11716  11149  24355  11626  11717  11468  4937
359,5404  10964  5370  5361  9622  6116  10365  6151  6150  6114
360,24648  26923  24910  35160  1683  24746  14422  1720  35302  14526
361,2591  3062  3671  11148  11147  5054  8806  15510  4185  3697
362,11148  2599  3062  340  7783  7779  9241  8806  3437  5448
363,3618  27523  10267  24938  25053  420  25423  33941  14825  24977
364,9262  11601  4231  7303  7865  6679  1816  12138  9222  4844
365,21614  6822  3055  471  6380  20735  31041  15890  7927  3062
366,5404  4185  5448  7928  11147  5370  5361  5460  11148  6151
367,5486  14950  9352  7927  4992  15763  1579  29076  8806  4616
368,3062  7049  2587  3638  2  515  2588  23740  912  4826
369,9622  3393  3057  6677  6348  11150  6865  11154  5533  4280
370,6414  8635  11662  5008  6474  4276  18105  3062  9641  5030
371,8625  4249  15473  15451  22951  7045  2559  9635  7095  15797
372,30132  15461  3723  21286  8614  9446  15606  3062  4255  4811
373,20944  31507  1459  31503  3062  15887  12340  9622  12305  1129
374,3062  3671  29164  4185  9622  1889  22620  3697  18513  15297
375,9181  9191  3344  9213  9190  9214  9173  3239  4949  6577
377,5370  5532  33299  5462  5700  7723  33686  5461  416  5823
378,6037  4005  24086  6038  4297  2324  6261  8634  5022  22338
379,3670  11329  15756  11078  4137  11335  8806  1174  13975  7799
380,15885  15925  11753  7418  15887  6972  8584  23684  6342  3412
381,3463  3570  3599  3671  11084  9985  10004  9935  9622  8806
382,5054  12215  12148  12105  12116  12176  99  15613  7888  12094
383,12174  890  9356  12204  12193  11146  232  22702  13261  12216
384,9622  15496  3412  11150  21172  35  11154  4280  585  9248
385,2519  242  2527  2526  11161  15870  5022  11150  11154  11152
386,11151  11161  11152  4280  11154  5054  11148  4062  6408  11147
387,15887  3062  9248  18624  11899  15457  3412  15923  1174  14128
388,11150  11152  11154  15897  15044  15754  8661  15821  15775  4137
389,1893  1828  6084  3229  2241  1955  1766  30826  6650  33018
390,17282  17266  17348  12679  5158  10375  16823  29358  16801  16820
391,9622  6408  15457  5462  6474  4276  3057  11150  11154  5700
392,3062  9622  3310  11149  3670  5482  8806  11798  5527  15887
393,10053  8670  18950  15916  23700  12395  3351  4078  9241  23718
394,20576  20122  20125  36260  11335  11343  36382  11347  11078  20633
395,3104  29221  10522  10525  10532  25417  10555  10114  10553  10513
396,3671  31990  4185  31531  3062  31507  4137  8806  8379  19262
397,398  563  11737  911  17400  1596  7493  12139  11762  12286
398,6681  11761  6865  6664  6680  6531  6528  7372  4137  16933
399,24941  17219  25528  25195  9210  26003  17472  24900  24901  7928
400,22444  7612  3861  31591  6124  9622  15344  15887  31259  21182
401,15887  3412  5636  8806  15510  1174  3670  7542  3671  7472
402,675  3062  3671  2892  2991  2835  4185  2635  2787  11962
403,1781  2638  12009  7937  5462  3568  2318  4313  5405  13606
404,11335  9178  9181  11343  9191  11347  6414  9213  11383  11401
405,9248  15517  15754  9622  15885  1174  15887  6593  4260  12092
406,7995  33182  1505  5583  33340  22950  8015  1927  22949  2327
407,21477  11740  5533  6864  5523  1455  9242  9305  9188  11127
408,4137  2591  7799  15868  7803  3697  8663  13950  13907  3412
409,3670  3671  2591  5035  15887  21286  23714  4911  6321  3350
410,15653  7949  3350  7378  3668  7174  13857  13881  7179  7178
411,25426  6084  11101  6547  24575  1378  1237  25708  1061  25077
412,30616  38009  30612  30992  25085  31480  30962  30964  11006  7806
413,1650  22  1648  939  926  9743  670  9227  7501  9319
414,9622  15887  10197  3551  10089  10169  10053  15612  10157  6919
415,6531  24355  6935  6864  11689  12113  3061  12243  3049  10169
416,18831  18830  18828  18832  17728  2634  17733  4185  3670  2676
417,11329  11335  11347  11343  3671  11370  4185  11383  5486  9676
418,15887  3062  926  405  9248  6934  7542  91  1649  8806
419,6667  6662  6658  6864  6226  6654  7780  6655  6865  2572
420,11665  23203  5359  4280  11161  4253  24367  23208  19018  11150
421,15086  5938  3670  2583  1560  6628  4141  2153  4601  9295
422,14265  25664  29906  30585  24770  30294  24898  26250  20463  25727
423,7769  24474  24887  11396  11379  24598  7770  25127  24535  20991
424,6531  6528  6864  4185  7799  6933  3670  13940  11161  3348
425,4584  6114  1882  6116  13606  1379  1781  2247  1374  10364
426,3670  15887  4185  11148  11147  8806  3062  9531  4137  11993
427,2591  3155  3697  21147  6380  9248  9811  1  3670  672
428,390  1816  15517  9622  6849  15957  2641  3697  6855  11150
429,9622  6433  6875  15496  11150  4137  11154  4280  2591  5439
430,15754  13971  15897  4260  15909  23545  13951  13993  3062  6972
431,16770  16820  16663  16769  16784  15949  16798  16787  16828  16704
432,11146  8806  29973  29981  2146  11147  5486  22413  6593  5528
433,24455  31333  25246  25243  31299  20354  25581  33123  25166  25583
434,11148  3158  3161  3163  3159  9622  3062  3670  3175  3174
435,15491  21684  15958  42  14120  7517  6137  5054  24002  4365
436,12248  2505  29221  3102  32579  25435  20781  14049  3104  3105
437,12113  3351  12086  12254  5591  15822  15869  9446  9174  8806
438,15496  3062  15690  13811  15510  7542  3480  13787  15774  15691
439,8806  12909  10267  19640  2668  9248  3670  9622  12910  9271
440,9124  9128  9114  2668  15887  3670  8961  9178  10787  9181
441,6842  7048  15606  8569  15887  6367  6652  6677  6822  9856
442,3104  12174  11367  5576  12303  16665  1022  11146  11390  1227
443,22666  21920  15906  15912  5647  14142  6125  15887  11148  11147
444,15887  3723  3057  4137  3670  30132  8806  15457  64  2796
445,11979  99  7888  12009  6278  1  1188  6226  14943  11149
446,2520  242  2519  2521  5054  2525  2524  4914  7  2527
447,12215  12246  6414  6619  9221  6474  9256  9257  12472  12474
448,3062  6115  25053  11146  4818  28146  25079  4137  20698  25254
449,6656  7857  22322  6408  22441  4843  12142  29973  12009  29974
450,24977  25053  17815  9248  12305  10058  3670  12340  12169  5636
451,2598  15887  3057  6568  4126  12620  8557  15457  15923  3412
452,18427  3074  18144  627  11649  17936  17968  399  2782  17970
453,9985  9971  9305  11084  3671  4839  9935  2647  12187  6584
454,22951  15470  15473  23777  8877  6414  16496  13640  13626  2310
455,3671  3062  4185  6677  7472  3412  8806  15923  1174  9622
